"Notice Identifier","Notice Type","orgName",Status,"publishedDate",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification"
IRM17/4670,Contract,"BABCOCK INTERNATIONAL GROUP PLC",Awarded,2017-09-14T12:06:38Z,"The Supply of Military Spare Parts and Associated Items - Electronic Component Related","IRM17/4670 - The Supply of Military Spare Parts and Associated Items - Electronic Component Related.",,,"West Midlands","35420000 ",,Andrew.Johnson1@babcockinternational.com,"Babcock DSG Ltd","Building B15, Donnington",Telford,"TF2 8JT",England,,,"20130913 - IRM17 4670_Price List.pdf 20170913 - IRM17 4670_Terms and Conditions.pdf 20170914_IRM17 4670 Annex C - Procurement Timescales.doc ",,,13/09/2017,12/09/2021,29/03/2017,NO,,Yes,No,No,Products,544000,0,01/06/2017,544000,"[Aviation Jersey Ltd|Seacroft Stores, La Grande Route De La Cote, St Clements, Jersey JE2 6SB|||Yes|No]",,13/09/2017,12/09/2021,"RestrictedOJEU ",
BIP56656919,Contract,"Ministry of Defence, C&C, Defence Medical Services (DMS)",Awarded,2017-09-17T09:39:10Z,"Procurement of Military Performance Analysis and Research Laboratory (MPARL)","The delivery, installation and maintenance of a High-End Military Performance Analysis and Research Laboratory (MPARL), including associated operating software and sustaining upgrade support package, to enable comprehensive biomechanical and physiological assessment of research participants and clinical patients for feedback as part of their treatment and rehabilitation.",,,"Any region","48180000 ",,DefComrclCC-JFC6c@mod.uk,"DMS Whittington",,Lichfield,"WS14 9PY",UK,+441543434722,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Lichfield: Medical software package.'.",01/11/2017,01/11/2022,04/09/2017,NO,,Yes,No,No,Products,888000,0,04/09/2017,888000,"[Vicon Motion Systems Ltd|Unit 6, Oxford Industrial Park
        Mead Road, Yarnton
        OXFORD
        OX5 1QU|||No|No]",,01/11/2017,01/11/2022,"NotSpecified ",
BIP55337651,Contract,"Ministry of Defence, DSG, Defence Support Group (DSG)",Awarded,2017-10-22T07:33:06Z,"IRM16/1316 - The Supply of Military Related Spare Parts and Associated Items - Electronic Component Related","Babcock DSG Limited acting on behalf of the Authority has under consideration a 5 year Framework Agreement for the supply of military parts and associated items which includes but is not limited to the following NSN's.  The Authority may add items of a similar nature to the Framework Agreement if required during the contract period. 
      
      The following is a sample of the 100+ NSN's which will be included in the ITT.
       
      6350998009746	SENSNG ELEMNT,FIRE DET S
      6350998385025	SNSNG ELEMT,FIRE DET SYS
      2590995413723	SOCKET ASSY             
      2590995803019	WIRING HARNESS          
      2590997923369	LEAD ASSY               
      2590997923410	LEAD ASSY               
      2590997923412	LEAD ASSY               
      6220995005721	SOCKET                  
      2590990104598	HARNESS                 
      2590990246889	HARNESS                 
      2590993161438	HARNESS                 
      2590995623632	INTERCONNECTING BOX     
      5995993824631	CABLE ASSEMBLY          
      6625997208588	AMMETER                 
      6680990519424	INDICATOR,LIQUID QTY    
      6680991471184	INDICATOR               
      6680995308641	INDICATOR,LIQUID QTY    
       
      This requirement will be split into lots.  Suppliers who progress to the Invitation to Tender Stage can bid for one lot, several lots or combination of lots.  A framework agreement covering all lots or framework agreements for individual or combination of lots will be awarded based upon the lowest priced combination for all lots over the 5 year contract period.
      
      Tenderers shall be provided with NATO Stock Numbers and manufacturers' part numbers and, using ISIS, shall be required to source and price the items in scope for the requirement. 
      
      
      Expressions of Interest to participate in this requirement are to be submitted on the DCO by completing the DPQQ.  The DPQQ shall be assessed on the DCO using the selection criteria given within the DPQQ and within each question.  Only those suppliers who provide all mandatory information and are not subject to a mandatory exclusion will be invited to tender.  
      
      The following code is required to access the DPQQ - U775F9437R.",,,"West Midlands","35420000 ",,jason.green@babcockinternational.com,Donnington,,Telford,"TF2 8JT",UK,+441922673921,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Telford: Parts of military vehicles.'.",26/06/2017,12/09/2021,26/06/2017,NO,,Yes,No,No,Products,4500000,10000000,26/06/2017,2275816,"[Millstream (Penthouse Systems) Limited|Unit 6, Beverley Trading Estate
        190 - 192 Garth Road
        Morden
        SM4 4LU|||No|No][Aviation Jersey Ltd|Seacroft Stores
        La Grande Route De La Cate
        St Clements
        JE2 6SB|||No|No][CMCA UK Ltd|Brindley Court
        Gresley Road
        Worcester
        WR4 9FD|||No|No]",,26/06/2017,12/09/2021,"Restricted ",
BIP57777526,Contract,"Ministry of Defence, Helicopters, Special Projects Multi-Air Platform Project Team (SPMAP PT)",Awarded,2017-10-22T10:03:06Z,"Civil Oversight of Military Registered Air Systems","Civil Oversight of Military Registered Air Systems - FATS5 Contract",,,"South East","34710000 ",,Helen.Markham101@mod.gov.uk,"Spruce 0b #1013","Abbey Wood",Bristol,"BS34 8JH",UK,+443067984561,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Bristol: Helicopters, aeroplanes, spacecraft and other powered aircraft.'.",01/04/2018,30/03/2022,18/10/2017,NO,,No,No,No,Services,1000000,0,18/10/2017,1000000,"[Civil Aviation Authority|Aviation House
        Gatwick Airport South
        West Sussex
        RH6 0YR|||No|No]",,01/04/2018,30/03/2022,"NotSpecified ",
IRM17/4672,Contract,"BABCOCK INTERNATIONAL GROUP PLC",Awarded,2017-11-10T12:02:06Z,"The Supply of Military Spare Parts and Associated Items - Electronic Component Related","IRM17/4672 - The Supply of Military Spare Parts and Associated Items - Electronic Component Related",,"TF2 8JT",,"35420000 ",,Andrew.Johnson1@babcockinternational.com,"Babcock DSG, Building B15",Donnington,Telford,"TF2 8JT",England,,,"20171023__Terms and Conditions_Brucom.pdf Annex A to Schedule 2 - Price List.pdf Annex C - Procurement Timescales.pdf ",,,23/10/2017,22/10/2021,29/03/2017,NO,,Yes,No,No,Products,762692,0,23/10/2017,762692,"[Brucom Production Ltd|Brucom Production Ltd, Units 5, 7, 13 Jupiter Business Park, Hixton, Stafford ST18 0PA|||Yes|No]",,24/10/2017,23/10/2021,"RestrictedOJEU ",
BIP56987453,Contract,"Ministry of Defence, Helicopters, Apache Project Team",Closed,2017-11-13T09:51:06Z,"HELSS/0090 - Procurement of Cockpit Situational Awareness Tool  (CSAT) for UK Military Helicopters.","Procurement of a Commercial Off The Shelf (COTS) Cockpit Situational Awareness Tool(CSAT) System for UK Military Helicopters.  This procurement will cover the acquisition and support for the system.  This system shall comprise of Portable Electronic Device and mission planning  hardware/software and shall be operated by aircrew (note;not integrated into the aircraft) and will use approved MOD data, referenced by GPS.     The product required must:
      a) Be capable of receiving foundation Geospatial Intelligence (GOEINT) MOD data,
      b) Provide optimised battery life
      c) Be capable of effective operation in flight by aircrew
      d) Be available as a trial model at least Technical Readiness Level 7* for aircraft evaluation (Ground and Flight) to support risk reduction of  wire strike and vertical obstacles collision avoidance 
      e) Provide a data validation function
      *Technical Readiness Level 7 is defined by the European Commissions as ""System Prototype demonstration in operational environment.",,,"South East","48326100 ",,joanne.tucker113@mod.gov.uk,"Lysander Road",,Yeovil,"BA20 2YB",UK,+441935702419,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Yeovil: Digital mapping system.'.",11/05/2018,31/03/2023,18/12/2017,NO,,Yes,No,No,Services,0,0,,,,,,,"Restricted ",
BIP57907987,Contract,"Ministry of Defence, DSG, Defence Support Group (DSG)",Awarded,2017-11-17T10:27:07Z,"IRM16/1316 - The Supply of Military Related Spare Parts and Associated Items - Electronic Component Related","Babcock DSG Limited acting on behalf of the Authority has under consideration a 5 year Framework Agreement for the supply of military parts and associated items which includes but is not limited to the following NSN's.  The Authority may add items of a similar nature to the Framework Agreement if required during the contract period. 
      
      The following is a sample of the 100+ NSN's which will be included in the ITT.
       
      6350998009746	SENSNG ELEMNT,FIRE DET S
      6350998385025	SNSNG ELEMT,FIRE DET SYS
      2590995413723	SOCKET ASSY             
      2590995803019	WIRING HARNESS          
      2590997923369	LEAD ASSY               
      2590997923410	LEAD ASSY               
      2590997923412	LEAD ASSY               
      6220995005721	SOCKET                  
      2590990104598	HARNESS                 
      2590990246889	HARNESS                 
      2590993161438	HARNESS                 
      2590995623632	INTERCONNECTING BOX     
      5995993824631	CABLE ASSEMBLY          
      6625997208588	AMMETER                 
      6680990519424	INDICATOR,LIQUID QTY    
      6680991471184	INDICATOR               
      6680995308641	INDICATOR,LIQUID QTY    
       
      This requirement will be split into lots.  Suppliers who progress to the Invitation to Tender Stage can bid for one lot, several lots or combination of lots.  A framework agreement covering all lots or framework agreements for individual or combination of lots will be awarded based upon the lowest priced combination for all lots over the 5 year contract period.
      
      Tenderers shall be provided with NATO Stock Numbers and manufacturers' part numbers and, using ISIS, shall be required to source and price the items in scope for the requirement. 
      
      
      Expressions of Interest to participate in this requirement are to be submitted on the DCO by completing the DPQQ.  The DPQQ shall be assessed on the DCO using the selection criteria given within the DPQQ and within each question.  Only those suppliers who provide all mandatory information and are not subject to a mandatory exclusion will be invited to tender.  
      
      The following code is required to access the DPQQ - U775F9437R.",,,"West Midlands","35420000 ",,jason.green@babcockinternational.com,Donnington,,Telford,"TF2 8JT",UK,+441922673921,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Telford: Parts of military vehicles.'.",23/10/2017,22/10/2021,26/06/2017,NO,,Yes,No,No,Products,4500000,10000000,26/06/2017,2275816,"[Brucom Production Ltd|Units 5, 7, 13 Jupiter Business Park
        Hixton
        Stafford
        ST18 0PF|||No|No]",,23/10/2017,22/10/2021,"Restricted ",
BIP59087060,Contract,"Ministry of Defence, C&C, C&C",Closed,2017-12-23T13:12:06Z,"The Supply of Forage to Military Working Horses","The Authority has a requirement for the supply of equine processed wood bedding (Lot 1), equine processed cardboard bedding (Lot 2), straw, roughage and produce (Lot 3), feed (Lot 4) and supplements (Lot 5) for the period 1 May 2018 for 3 years with an option for one further year, for Military Working Horses in various locations as detailed in each statement of requirement.
      Contractors must be able to deliver goods within 48 hours of an order being received to the required location. For guidance only, Contractors might be required to make up to 3 deliveries per week during normal working hours ie. 0800 - 1600 hours during weekdays. This may rise during periods of increased tempo of operations. Deliveries may also be requested over a weekend to meet ceremonial, regimental show or operational commitments.",,,London,"03114200 ",,karen.betty236@mod.uk,"Army Headquarters","D Res, Zone 8 (IDL 437) Ramillies Building",Andover,"SP11 8HJ",UK,+441264381750,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Andover: Forage.'.",01/05/2018,30/04/2021,13/02/2018,NO,,Yes,No,No,Products,0,0,,,,,,,"Open ",
BIP59803045,Contract,"Ministry of Defence, C&C, Defence Medical Services (DMS)",Awarded,2018-02-05T13:24:21Z,"Procurement of Military Performance Analysis and Research Laboratory (MPARL)","The delivery, installation and maintenance of a High-End Military Performance Analysis and Research Laboratory (MPARL), including associated operating software and sustaining upgrade support package, to enable comprehensive biomechanical and physiological assessment of research participants and clinical patients for feedback as part of their treatment and rehabilitation.",,,"Any region","48180000 ",,DefComrclCC-JFC6c@mod.uk,"DMS Whittington",,Lichfield,"WS14 9PY",UK,+441543434722,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Lichfield: Medical software package.'.",31/01/2018,31/08/2022,13/12/2017,NO,,Yes,No,No,Products,884000,0,13/12/2017,884000,"[Vicon Motion Systems Ltd|Unit 6, Oxford Industrial Park
        Mead Road, Yarnton
        OXFORD
        OX5 1QU|NONE||No|No]",,31/01/2018,31/08/2022,"Other ",
BIP61390905,Contract,"Ministry of Defence, Helicopters, Special Projects Multi-Air Platform Project Team (SPMAP PT)",Awarded,2018-04-09T06:51:27Z,"Civil Oversight of Military Registered Air Systems","Civil Oversight of Military Registered Air Systems - FATS5 Contract",,,"South East","34710000 ",,Helen.Markham101@mod.gov.uk,"Spruce 0b #1013","Abbey Wood",Bristol,"BS34 8JH",UK,+443067984561,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Bristol: Helicopters, aeroplanes, spacecraft and other powered aircraft.'.",01/04/2018,30/03/2022,27/03/2018,NO,,Yes,No,No,Services,1000000,0,27/03/2018,1000000,"[Civil Aviation Authority|Aviation House
        Gatwick Airport South
        West Sussex
        RH6 0YR|NONE||No|No]",,01/04/2018,30/03/2022,"Other ",
